Track ID,Entry Time (s),Exit Time (s),Movement Tracks
1505,758.16,758.96,"[[763, 409], [770, 411], [777, 415], [783, 416], [790, 417], [793, 417], [793, 417], [791, 415], [785, 395], [780, 398], [771, 388], [764, 382], [759, 374], [749, 371], [743, 370], [734, 370], [754, 367], [753, 365], [750, 366], [751, 366], [752, 392], [757, 379], [761, 371], [763, 366], [777, 363], [796, 356], [788, 355], [820, 318], [821, 319], [820, 322], [818, 323], [818, 321], [818, 315], [820, 317], [820, 320], [817, 311], [815, 305], [821, 315], [818, 306], [818, 301], [820, 293], [826, 291], [827, 292], [829, 299], [823, 295]]"
1441,768.16,768.16,"[[753, 377], [756, 385], [760, 387], [765, 387], [763, 386], [763, 386], [763, 385], [765, 385], [768, 384], [771, 378], [773, 374], [777, 372], [778, 363], [783, 324], [798, 306], [807, 299], [813, 296], [817, 298], [822, 300], [828, 302], [833, 303], [835, 309], [838, 332], [840, 345], [843, 345], [918, 328], [922, 321], [924, 309], [925, 311], [925, 307], [924, 301], [923, 268]]"
1410,770.32,771.84,"[[742, 361], [742, 367], [755, 368], [763, 370], [767, 371], [772, 371], [780, 371], [789, 370], [795, 369], [790, 368], [791, 368], [793, 366], [796, 366], [801, 366], [808, 364], [818, 362], [819, 360], [815, 348], [814, 344], [813, 341], [812, 336], [810, 332], [808, 329], [809, 328], [810, 324], [814, 322], [812, 322], [816, 321], [817, 318], [816, 318], [816, 319], [818, 340], [818, 350], [818, 355], [816, 356], [813, 357], [811, 356], [812, 355], [819, 352], [821, 347], [827, 342], [830, 339], [834, 336], [836, 326], [844, 334], [846, 287]]"
1606,786.08,794.56,"[[828, 451], [820, 450], [804, 449], [787, 445], [774, 443], [762, 442], [748, 440], [733, 438], [717, 437], [702, 435], [689, 433], [678, 431], [672, 429], [669, 427], [669, 425], [673, 422], [675, 422], [677, 422], [675, 421], [680, 420], [685, 418], [688, 416], [688, 413], [681, 411], [670, 411], [661, 411], [651, 408], [642, 406], [633, 403], [623, 401], [620, 400], [622, 399], [627, 397], [637, 395], [664, 395], [711, 395], [736, 394], [750, 392], [757, 390], [765, 388], [775, 385], [782, 381], [786, 373], [787, 371], [784, 375], [779, 374], [776, 372], [774, 370], [771, 367], [769, 367], [772, 367], [777, 367], [784, 367], [789, 367], [797, 365], [805, 364], [809, 363], [811, 362], [808, 362], [800, 358], [818, 357], [825, 355], [829, 356], [831, 359], [829, 360], [836, 356], [846, 342], [858, 341], [866, 350], [871, 353], [875, 355], [877, 354], [881, 346], [885, 335], [887, 330], [888, 328], [892, 325], [897, 317], [903, 314], [904, 315], [910, 287], [912, 280], [895, 275]]"
1620,788.16,794.56,"[[801, 468], [790, 466], [779, 463], [762, 461], [742, 459], [730, 458], [704, 454], [699, 451], [684, 448], [667, 446], [657, 443], [653, 440], [652, 438], [654, 436], [658, 433], [662, 429], [669, 425], [675, 422], [681, 419], [684, 415], [686, 413], [687, 411], [687, 409], [686, 405], [685, 402], [686, 399], [688, 397], [692, 396], [699, 395], [709, 394], [718, 392], [727, 389], [733, 388], [735, 385], [736, 384], [736, 383], [735, 382], [732, 381], [730, 379], [728, 378], [726, 376], [725, 371], [726, 361], [725, 340], [728, 326], [733, 309], [738, 341], [746, 348], [755, 348], [761, 350], [767, 361], [767, 365], [762, 367], [763, 368], [760, 367], [761, 365], [762, 365], [762, 363], [765, 362], [767, 362], [771, 363], [779, 363], [787, 363], [794, 363], [799, 362], [806, 361], [814, 361], [817, 362], [819, 363], [823, 365], [824, 370], [834, 372], [847, 372], [854, 371], [865, 372], [872, 372], [874, 373], [879, 373], [897, 403], [908, 407], [911, 408], [911, 408], [910, 408], [910, 408], [911, 407], [924, 407], [931, 407], [933, 407], [933, 408], [932, 408], [931, 408], [932, 409], [933, 409], [934, 410], [934, 410], [932, 410], [932, 409], [933, 411], [934, 412], [935, 412], [936, 413], [937, 414], [938, 415], [941, 416], [942, 418], [944, 419], [944, 419], [944, 419], [943, 418], [941, 420], [940, 421], [939, 419], [938, 423], [935, 427], [932, 432], [928, 434], [924, 434], [920, 430], [917, 426], [915, 425], [913, 425], [913, 425], [913, 425], [913, 423], [914, 421], [914, 422], [914, 423], [913, 423], [913, 422], [913, 420], [914, 419], [914, 417], [914, 416], [914, 415], [915, 414], [915, 414], [916, 413], [918, 413], [921, 416], [926, 418], [931, 420], [935, 422], [938, 429], [941, 433], [942, 465], [941, 476], [940, 477], [938, 475], [937, 473], [938, 475], [939, 475], [940, 475], [940, 476], [940, 478], [941, 479], [941, 480], [941, 481], [941, 480], [942, 453], [942, 444], [942, 439], [942, 439], [942, 438], [941, 436], [941, 434], [941, 406], [941, 391], [938, 343], [929, 306], [926, 293], [925, 288], [923, 285], [916, 284], [910, 284], [904, 283]]"
1645,796.64,810.48,"[[783, 371], [780, 371], [777, 372], [783, 372], [781, 373], [778, 373], [776, 374], [770, 375], [768, 362], [769, 341], [765, 330], [762, 326], [761, 319], [763, 313], [756, 305], [754, 301], [753, 297], [768, 336], [778, 344], [782, 343], [784, 342], [786, 342], [789, 344], [793, 347], [795, 350], [799, 351], [803, 355], [807, 357], [809, 371], [810, 382], [811, 391], [812, 395], [814, 397], [818, 398], [823, 397], [828, 397], [833, 398], [839, 399], [845, 401], [847, 402], [851, 402], [854, 402], [854, 402], [853, 401], [852, 402], [851, 404], [847, 405], [841, 405], [835, 406], [830, 406], [827, 407], [823, 408], [820, 413], [817, 416], [817, 419], [818, 424], [821, 428], [823, 430], [825, 432], [828, 433], [829, 434], [827, 440], [821, 448], [811, 456], [797, 461], [783, 465], [771, 469], [761, 473], [751, 481], [755, 491], [758, 501], [756, 510], [756, 517], [750, 521]]"
1630,802.4,810.48,"[[704, 344], [704, 342], [704, 342], [704, 337], [704, 327], [704, 320], [704, 305], [705, 301], [705, 308], [705, 310], [705, 313], [706, 312], [706, 310], [706, 297], [706, 293], [706, 292], [706, 295], [706, 298], [707, 296], [707, 292], [707, 289], [707, 287], [706, 279], [707, 274], [707, 268], [706, 263], [706, 261], [706, 258], [706, 257], [706, 256], [705, 255], [705, 256], [705, 257], [704, 257], [704, 258], [704, 258], [704, 258], [703, 261], [703, 265], [704, 271], [704, 276], [707, 315], [707, 331], [708, 337], [708, 339], [708, 340], [708, 307], [708, 288], [708, 280], [707, 278], [707, 275], [707, 275], [706, 274], [706, 274], [704, 276], [704, 279], [704, 283], [703, 288], [703, 294], [702, 298], [701, 300], [701, 296], [700, 292], [700, 290], [700, 289], [705, 288], [704, 289], [703, 291], [703, 291], [705, 294], [706, 295], [709, 295], [714, 295], [718, 296], [727, 294], [728, 294], [730, 295], [735, 297], [728, 300], [727, 304], [731, 305], [725, 300], [724, 292], [728, 286], [733, 282], [737, 276], [741, 268], [746, 269], [751, 281], [755, 280], [761, 269], [768, 264], [777, 260], [812, 242], [817, 241], [825, 229], [827, 224], [829, 224], [827, 239], [826, 244], [827, 246], [832, 232], [838, 225], [834, 233], [831, 208], [829, 209], [829, 210], [829, 212], [828, 218], [828, 223], [828, 224], [828, 226], [825, 232], [826, 229], [830, 224], [836, 219], [839, 198], [839, 188], [839, 186]]"
1659,802.48,810.48,"[[797, 424], [789, 424], [781, 425], [775, 427], [771, 430], [767, 434], [764, 438], [762, 443], [761, 445], [759, 447], [757, 449], [756, 452], [754, 454], [753, 460], [750, 464], [745, 468], [735, 471], [730, 473], [728, 477], [728, 482], [729, 488], [733, 492], [740, 497], [749, 500], [759, 502], [769, 505], [778, 508], [779, 510], [782, 512], [783, 513], [783, 514], [784, 514], [785, 516], [786, 517], [787, 517], [788, 518], [789, 518], [791, 519], [796, 520], [800, 522], [805, 524], [810, 527]]"
1675,803.68,810.48,"[[791, 406], [789, 410], [787, 412], [780, 415], [771, 417], [760, 420], [748, 421], [736, 422], [717, 424], [708, 425], [703, 426], [701, 428], [700, 429], [703, 431], [706, 432], [711, 434], [711, 435], [710, 436], [708, 437], [705, 437], [697, 438], [687, 438], [676, 440], [666, 440], [659, 441], [654, 442], [650, 441], [648, 442], [649, 442], [652, 442], [654, 442], [657, 442], [662, 442], [671, 443], [678, 444], [684, 444], [690, 447], [697, 449], [702, 451], [704, 456], [706, 460], [702, 466], [698, 472], [695, 476], [691, 481], [688, 486], [687, 493], [683, 500], [678, 509]]"
1674,807.28,810.48,"[[771, 418], [764, 421], [754, 423], [742, 425], [735, 428], [730, 430], [725, 432], [723, 436], [723, 440], [724, 443], [726, 445], [727, 447], [730, 449], [735, 453], [736, 457], [734, 463], [724, 469], [721, 474], [737, 481], [723, 486], [716, 493], [715, 498], [716, 504], [720, 511]]"
1612,807.68,810.48,"[[822, 468], [815, 471], [829, 476], [837, 485], [844, 495], [856, 504], [866, 509], [876, 515]]"
1689,808.56,810.48,"[[805, 423], [806, 430], [807, 432], [809, 434], [810, 436], [811, 439], [810, 443], [808, 445], [796, 448], [785, 457], [789, 457], [788, 456], [787, 459], [792, 462], [779, 468]]"
1680,809.52,810.48,"[[770, 375], [769, 377], [769, 379], [768, 387], [769, 390], [771, 391], [770, 392], [769, 393], [765, 394], [758, 394], [751, 394], [745, 394], [739, 393], [733, 394], [729, 395], [724, 395], [720, 394], [717, 395], [713, 396], [712, 397], [718, 397], [723, 398], [725, 399], [724, 399], [714, 399], [710, 400], [708, 401], [708, 401], [718, 401], [719, 401], [716, 401], [707, 400], [700, 399], [696, 398], [690, 396], [678, 395], [666, 393], [660, 392], [657, 392], [652, 392], [644, 391], [635, 392], [628, 389], [621, 388], [611, 391], [595, 392], [579, 394], [556, 394], [535, 392], [514, 389], [491, 389], [474, 389], [454, 389], [438, 388], [421, 386], [404, 384], [390, 382], [376, 379], [366, 377], [355, 375], [343, 374], [330, 372], [316, 367], [304, 350], [283, 343], [269, 342], [268, 337], [259, 349], [245, 342], [238, 354], [241, 363], [245, 367], [246, 368], [249, 369], [253, 368], [257, 368], [262, 367], [268, 366], [274, 365], [275, 364], [279, 363], [280, 363], [281, 364], [281, 363], [280, 362], [277, 362], [275, 361], [274, 361], [272, 361], [273, 361], [272, 361], [272, 361], [271, 361], [272, 361], [272, 361], [272, 361], [272, 362], [275, 362], [274, 362], [275, 362], [275, 362], [275, 363], [275, 361], [275, 362], [275, 362], [276, 362], [275, 361], [276, 361], [277, 361], [277, 362], [277, 361], [277, 361], [276, 361], [276, 361], [275, 363], [275, 359], [273, 328], [271, 296], [268, 286], [268, 328], [269, 340], [269, 347], [270, 352], [270, 355], [271, 358], [270, 360], [271, 361], [272, 362], [273, 363], [274, 363], [274, 363], [274, 363], [275, 363], [275, 334], [275, 325], [275, 312], [275, 309], [276, 309], [276, 313], [275, 315], [272, 344], [272, 355], [272, 361], [272, 363], [271, 364], [272, 365], [274, 332], [277, 320], [276, 319], [275, 319], [273, 346], [272, 356], [270, 361], [269, 361], [269, 363], [267, 363], [268, 364], [269, 363], [270, 362], [269, 362], [269, 362], [270, 362], [269, 362], [269, 362], [269, 361], [270, 361], [271, 361], [271, 361], [271, 361], [272, 361], [272, 361], [272, 361], [273, 361], [273, 362], [274, 362], [274, 362], [274, 362], [273, 361], [272, 361], [271, 361], [270, 362], [268, 361], [271, 362], [272, 361], [274, 360], [276, 360], [281, 360], [286, 359], [291, 358], [296, 351], [300, 340], [305, 322], [309, 311], [309, 304], [306, 301], [301, 299], [297, 297], [295, 296], [292, 293], [291, 288], [286, 278], [283, 263], [279, 243], [275, 232], [272, 226], [270, 223], [266, 221], [263, 221], [259, 221], [257, 220], [255, 216], [256, 211], [257, 196], [250, 183], [244, 173], [238, 168], [230, 162], [225, 160], [222, 158], [219, 155], [216, 154], [212, 150], [207, 141], [201, 132], [192, 127], [186, 126], [179, 126], [173, 126], [167, 125], [162, 124], [155, 119], [149, 115], [142, 113], [132, 112], [120, 110], [114, 110], [107, 113], [103, 115], [98, 116], [97, 114], [101, 110], [85, 108], [76, 108], [69, 108], [72, 108], [65, 108], [59, 104], [60, 106], [59, 101], [50, 94], [42, 88], [36, 94], [36, 96], [35, 96], [31, 96], [27, 92]]"
1691,812.32,812.56,"[[805, 459], [788, 461], [773, 463], [760, 469]]"
1696,815.12,820.08,"[[833, 418], [820, 420], [805, 422], [797, 424], [794, 425], [795, 430], [802, 437], [810, 444], [819, 451], [842, 457], [851, 462], [878, 469], [885, 476], [876, 487], [853, 496]]"
1726,816.88,820.08,"[[798, 410], [798, 411], [800, 412], [800, 413], [800, 415], [806, 418], [810, 421], [815, 426], [820, 430], [827, 432], [831, 435], [834, 438], [834, 441], [835, 445], [832, 450], [827, 453], [819, 459], [816, 461], [812, 463], [819, 465], [824, 467], [829, 470], [840, 472], [850, 476], [860, 480], [871, 484], [878, 488], [880, 491], [878, 493], [872, 496], [862, 499], [848, 502], [829, 503], [803, 505], [777, 505], [756, 505], [744, 504], [733, 504], [726, 506], [720, 509], [713, 512], [710, 518]]"
1694,825.68,825.76,"[[814, 476], [795, 473], [772, 475], [746, 475], [724, 475], [702, 474], [686, 473], [674, 471], [668, 470], [666, 469], [661, 469], [659, 469], [660, 471], [662, 472], [665, 473], [659, 474], [662, 474], [660, 475], [662, 476], [662, 476], [662, 477], [660, 477], [659, 476], [657, 476], [652, 476], [649, 475], [648, 475], [649, 476], [649, 478], [650, 481], [654, 482], [658, 484], [662, 486], [668, 489], [672, 493], [673, 497], [672, 499], [669, 503], [661, 508], [648, 512], [628, 517], [603, 522]]"
1729,827.84,828.16,"[[736, 351], [743, 355], [750, 350], [757, 339], [766, 332], [774, 311], [778, 320], [779, 325], [780, 329], [779, 330], [777, 334], [775, 339], [775, 353], [772, 358], [771, 362], [773, 363], [778, 361], [783, 359], [789, 363], [794, 365], [797, 364], [799, 364], [799, 364], [801, 365], [802, 366], [804, 365], [806, 364], [808, 364], [814, 364], [818, 363], [822, 364], [829, 364], [830, 366], [830, 368], [833, 359], [835, 355], [836, 355], [836, 360], [836, 362], [836, 362], [837, 363], [837, 363], [836, 364], [835, 365], [832, 365], [838, 366], [840, 366], [843, 367], [846, 368]]"
1778,835.44,848.96,"[[779, 357], [778, 359], [776, 360], [776, 361], [777, 361], [779, 360], [784, 361], [790, 357], [798, 356], [807, 341], [819, 330], [829, 325], [837, 321], [846, 315], [853, 312], [860, 315], [866, 324], [871, 325], [874, 329], [875, 326], [876, 333], [875, 343], [875, 347], [876, 358], [877, 370], [876, 379], [878, 384], [882, 390], [887, 395], [890, 394], [895, 394], [900, 392], [905, 391], [909, 392], [910, 398], [910, 402], [905, 410], [903, 414], [900, 413], [896, 412], [892, 412], [886, 412], [882, 412], [881, 412], [880, 413], [879, 414], [880, 416], [882, 417], [883, 418], [887, 422], [891, 429], [895, 441], [900, 470], [903, 483], [907, 487], [909, 490], [911, 492], [913, 495], [912, 482], [910, 462], [907, 451], [910, 447], [909, 446], [908, 447], [907, 447], [907, 449], [909, 451], [911, 455], [916, 459], [922, 466], [930, 472]]"
1812,837.92,848.96,"[[799, 358], [808, 361], [816, 362], [822, 362], [827, 363], [832, 364], [838, 366], [842, 367], [846, 367], [848, 368], [850, 351], [854, 342], [860, 338], [875, 331], [880, 325], [890, 320], [896, 321], [900, 322], [906, 327], [910, 334], [913, 325], [917, 360], [915, 391], [913, 404], [914, 407], [914, 409], [922, 408], [925, 423]]"
1819,838.8,848.96,"[[785, 363], [787, 365], [791, 366], [798, 367], [802, 367], [803, 367], [804, 367], [805, 367], [807, 368], [809, 368], [810, 369], [810, 370], [810, 372], [811, 374], [811, 373], [811, 374], [812, 374], [812, 374], [813, 375], [814, 377], [819, 378], [818, 379], [817, 380], [810, 380], [810, 380], [801, 380], [795, 380], [789, 377], [787, 368], [793, 380], [786, 384], [775, 386], [766, 386], [762, 387], [756, 387], [748, 387], [742, 387], [742, 388], [734, 388], [735, 388], [732, 389], [731, 390], [728, 389], [724, 388], [725, 388], [719, 389], [710, 392], [704, 394], [697, 394], [695, 394], [691, 395], [680, 394], [676, 392], [672, 390], [666, 390], [660, 389], [653, 390], [648, 390], [641, 390], [637, 391], [632, 392], [628, 393], [619, 392], [614, 393], [610, 393], [609, 393], [607, 394], [604, 395], [596, 396], [588, 397], [579, 398], [570, 399], [559, 402], [548, 403], [536, 404], [526, 405], [519, 406], [514, 408], [510, 409], [507, 411], [507, 415], [508, 417], [511, 418], [515, 419], [516, 420], [514, 421], [512, 424], [509, 426], [506, 429], [499, 433], [491, 438], [480, 442], [468, 444], [457, 446], [447, 448], [440, 450], [435, 453], [433, 457], [434, 461], [435, 465], [434, 469], [423, 475], [424, 479], [431, 480], [440, 484], [448, 488], [458, 493], [467, 497], [476, 502], [484, 508], [490, 515]]"
1823,843.36,848.96,"[[716, 339], [716, 348], [717, 352], [717, 354], [718, 353], [717, 353], [717, 345], [719, 325], [719, 312], [717, 306], [716, 300], [716, 273], [716, 261], [717, 266], [717, 278], [717, 288], [717, 295], [717, 301], [717, 308], [718, 314], [717, 319], [716, 306], [714, 294], [714, 289], [714, 289], [713, 290], [712, 293], [710, 297], [711, 300], [709, 302], [708, 300], [709, 306], [711, 299], [712, 294], [715, 292], [717, 291], [720, 293], [713, 263], [710, 281], [711, 294], [719, 303], [781, 295], [793, 284], [800, 280], [806, 282], [813, 287], [817, 291], [821, 294], [823, 297], [824, 298], [826, 303], [825, 308], [825, 316], [824, 325], [824, 338], [826, 349], [827, 356], [828, 360], [829, 362], [832, 362], [834, 361], [835, 359], [834, 357], [836, 350], [840, 346], [842, 343], [843, 341], [844, 339], [845, 338], [845, 337], [846, 335], [845, 332], [841, 310], [832, 285], [825, 244], [821, 230], [812, 228], [807, 226], [806, 205], [803, 199]]"
1831,843.84,848.96,"[[814, 418], [805, 421], [795, 423], [787, 424], [777, 426], [762, 428], [745, 426], [730, 426], [719, 426], [709, 426], [701, 428], [694, 432], [686, 436], [685, 442], [681, 446], [676, 449], [668, 453], [658, 461], [653, 469], [656, 474], [673, 478], [679, 485], [673, 496], [660, 504], [636, 510], [611, 514], [587, 520]]"
1844,844.96,848.96,"[[841, 417], [834, 419], [828, 420], [825, 422], [818, 422], [810, 423], [804, 426], [798, 428], [793, 430], [791, 434], [790, 436], [793, 439], [799, 440], [806, 441], [811, 443], [815, 444], [814, 445], [810, 446], [800, 447], [790, 449], [775, 450], [758, 450], [739, 450], [724, 450], [711, 450], [698, 450], [689, 452], [683, 454], [678, 456], [675, 459], [671, 462], [669, 464], [691, 467], [704, 470], [715, 475], [720, 478], [721, 481], [717, 485], [706, 488], [691, 490], [678, 490], [656, 490], [626, 490], [604, 491], [576, 490], [554, 490], [537, 491], [524, 491], [515, 492], [512, 493], [514, 495], [521, 496], [534, 499], [554, 502], [577, 505], [603, 509], [630, 512], [653, 515], [677, 518], [691, 521], [705, 523]]"
1851,846.16,848.96,"[[785, 343], [784, 347], [784, 350], [787, 348], [791, 342], [792, 346], [795, 353], [795, 358], [790, 361], [783, 364], [770, 365], [753, 366], [719, 367], [707, 367], [692, 366], [671, 367], [651, 367], [633, 368], [617, 370], [599, 371], [584, 373], [573, 375], [564, 379], [555, 380], [547, 381], [541, 382], [531, 382], [519, 382], [509, 383], [500, 383], [490, 385], [478, 385], [468, 386], [454, 388], [438, 389], [418, 391], [397, 391], [378, 391], [364, 391], [348, 392], [333, 392], [318, 393], [307, 394], [298, 395], [290, 397], [284, 398], [278, 399], [273, 400], [270, 401], [269, 403], [268, 404], [266, 406], [264, 406], [262, 407], [261, 408], [261, 409], [261, 411], [261, 414], [260, 418], [259, 420], [257, 421], [255, 426], [250, 430], [245, 436], [238, 441], [221, 447], [186, 451], [155, 454], [127, 458], [86, 462], [64, 465], [52, 470], [45, 475], [41, 480], [40, 485], [44, 488], [52, 490], [64, 489], [79, 486], [93, 485], [115, 486], [140, 489], [158, 492], [171, 493], [180, 496], [184, 500], [183, 504], [176, 507], [167, 510], [154, 512], [139, 515], [122, 521], [105, 526]]"
1866,848.24,848.96,"[[762, 359], [764, 361], [766, 362]]"
1859,848.64,848.96,"[[818, 391], [814, 391], [811, 393], [809, 395], [808, 396], [809, 398], [802, 401], [798, 403], [792, 405], [790, 404], [786, 405], [782, 407], [777, 409], [767, 411], [760, 413], [752, 414], [741, 414], [727, 414], [713, 414], [700, 413], [691, 412], [682, 412], [673, 413], [666, 412], [654, 412], [644, 412], [637, 412], [629, 414], [622, 416], [618, 418], [613, 422], [608, 424], [603, 426], [598, 427], [594, 430], [590, 433], [587, 435], [583, 437], [579, 438], [570, 441], [561, 444], [548, 447], [533, 449], [517, 450], [502, 450], [486, 450], [474, 452], [465, 454], [460, 456], [460, 458], [464, 460], [470, 463], [467, 467], [474, 470], [495, 472], [516, 475], [537, 478], [557, 481], [573, 486], [583, 488], [589, 492], [589, 494], [584, 495], [575, 496], [563, 497], [550, 497], [536, 496], [522, 495], [509, 494], [498, 494], [487, 493], [480, 493], [474, 493], [469, 493], [466, 492], [463, 492], [462, 492], [460, 491], [459, 491], [459, 491], [459, 492], [459, 492], [458, 492], [457, 493], [458, 493], [459, 493], [462, 492], [465, 492], [467, 491], [470, 490], [470, 490], [469, 490], [465, 489], [460, 489], [456, 490], [451, 490], [447, 490], [444, 490], [440, 490], [436, 490], [431, 490], [426, 490], [420, 491], [415, 491], [410, 491], [406, 491], [402, 491], [397, 491], [392, 491], [388, 492], [386, 492], [386, 492], [388, 491], [390, 491], [393, 491], [395, 491], [397, 490], [397, 490], [396, 490], [395, 490], [393, 491], [392, 492], [391, 492], [397, 493], [406, 493], [416, 493], [427, 494], [440, 494], [453, 495], [468, 494], [482, 494], [496, 494], [511, 494], [526, 494], [539, 494], [553, 495], [564, 496], [575, 497], [581, 498], [583, 498], [581, 498], [573, 498], [562, 497], [546, 496], [541, 496], [508, 496], [469, 495], [433, 494], [397, 495], [369, 494], [348, 493], [333, 493], [321, 492], [313, 492], [307, 490], [303, 490], [299, 489], [297, 488], [295, 487], [293, 487], [292, 485], [291, 485], [291, 484], [292, 484], [293, 485], [298, 485], [306, 486], [317, 485], [331, 486], [349, 487], [368, 488], [391, 488], [421, 489], [454, 490], [489, 491], [524, 492], [555, 493], [578, 494], [598, 496], [615, 500], [634, 504], [652, 511]]"
1872,851.68,859.36,"[[746, 372], [748, 370], [751, 370], [755, 370], [759, 369], [764, 370], [771, 370], [779, 370], [783, 369], [789, 369], [797, 368], [806, 367], [811, 366], [815, 365], [819, 367], [821, 370], [823, 372], [824, 375], [826, 376], [828, 375], [829, 375], [832, 376], [836, 375], [838, 376], [851, 376], [855, 375], [858, 375], [860, 373], [861, 371], [862, 368], [863, 366], [864, 365], [864, 364], [852, 363], [859, 362], [861, 361], [861, 361], [861, 362], [862, 361], [850, 349], [844, 344], [844, 342], [844, 341], [845, 341], [846, 340], [847, 335], [846, 325], [846, 325], [839, 326], [834, 270], [830, 246], [831, 240], [831, 242], [840, 238]]"
1868,858.32,859.36,"[[825, 377], [825, 377], [807, 373], [795, 369], [786, 363], [779, 359], [771, 355], [763, 352], [755, 352], [744, 352], [736, 353], [725, 352], [725, 352], [706, 353], [694, 352], [684, 351], [675, 351], [663, 351], [651, 353], [639, 354], [621, 357], [607, 358], [584, 344], [567, 338], [549, 338], [536, 348], [522, 353], [512, 356], [501, 358], [491, 360], [481, 360], [470, 362], [458, 363], [446, 363], [436, 362], [426, 362], [416, 361], [411, 362], [405, 363], [398, 364], [391, 364], [381, 366], [371, 368], [360, 369], [348, 369], [335, 354], [326, 339], [317, 346], [310, 368], [302, 379], [293, 386], [285, 393], [275, 396], [268, 393], [261, 393], [255, 398], [249, 401], [244, 404], [238, 406], [233, 408], [226, 410], [219, 411], [214, 414], [210, 418], [207, 421], [207, 424], [210, 429], [214, 432], [221, 435], [230, 436], [237, 438], [243, 440], [251, 441], [257, 442], [263, 444], [267, 447], [270, 450], [270, 452], [270, 453], [268, 453], [263, 454], [259, 454], [255, 454], [252, 454], [249, 454], [246, 454], [244, 454], [243, 453], [242, 453], [241, 453], [241, 452], [240, 452], [239, 451], [238, 450], [238, 449], [240, 448], [245, 447], [244, 447], [243, 445], [247, 445], [249, 443], [250, 440], [225, 437], [237, 432], [276, 427], [288, 423], [305, 419], [321, 416], [332, 412], [339, 408], [340, 405], [339, 403], [336, 402], [329, 401], [324, 401], [317, 400], [307, 397], [298, 393], [288, 390], [279, 388], [270, 386], [260, 386], [251, 386], [241, 386], [229, 385], [212, 384], [203, 381], [189, 378], [175, 376], [161, 375], [142, 375], [126, 376], [114, 378], [95, 379], [78, 377], [69, 375], [65, 373], [60, 372], [49, 373], [46, 373], [38, 374], [36, 377], [32, 382], [34, 385], [31, 396], [31, 400], [30, 401], [30, 402], [30, 402], [30, 403], [31, 402], [31, 402], [35, 402], [35, 401], [40, 399], [44, 396], [45, 395], [43, 390], [42, 387], [43, 384], [39, 381], [37, 378], [37, 376], [36, 375], [36, 374], [36, 375], [37, 375], [37, 375], [37, 376], [37, 376], [38, 376], [38, 376], [38, 375], [38, 375], [38, 375], [38, 375], [38, 374], [39, 373], [41, 373], [42, 372], [44, 372], [45, 372], [46, 372], [49, 372], [52, 372], [56, 373], [63, 373], [65, 373], [69, 373], [73, 373], [78, 375], [81, 375], [84, 379], [87, 381], [89, 382], [91, 385], [93, 386], [96, 387], [98, 387], [100, 388], [103, 390], [107, 391], [112, 393], [119, 396], [130, 399], [143, 401], [162, 402], [180, 401], [198, 402], [215, 402], [227, 403], [239, 404], [253, 407], [272, 410], [286, 415], [299, 418], [310, 421], [322, 422], [334, 423], [346, 423], [355, 424], [367, 425], [378, 426], [389, 426], [399, 427], [408, 427], [416, 428], [423, 431], [429, 434], [435, 437], [440, 440], [442, 444], [445, 449], [445, 455], [443, 461], [442, 469], [462, 475], [463, 481], [456, 486], [452, 492], [444, 497], [437, 504], [434, 513]]"
1929,865.92,866.48,"[[795, 370], [789, 369], [784, 368], [778, 364], [773, 362], [768, 360], [761, 359], [754, 360], [746, 361], [735, 362], [726, 363], [715, 364], [704, 363], [691, 363], [679, 363], [666, 365], [651, 366], [638, 366], [624, 366], [611, 367], [599, 366], [589, 366], [579, 366], [568, 367], [557, 366], [545, 365], [536, 365], [521, 364], [510, 364], [498, 363], [488, 364], [478, 364], [465, 365], [452, 364], [439, 362], [427, 360], [414, 360], [402, 359], [393, 359], [388, 358], [385, 356], [382, 353], [379, 350], [374, 348], [370, 348], [364, 347], [359, 342], [354, 334], [348, 320], [344, 303], [342, 295], [339, 291], [337, 290], [335, 287], [333, 283], [331, 276], [329, 261], [327, 245], [326, 233], [323, 228], [321, 227], [319, 226], [316, 223], [311, 220], [306, 217], [302, 215], [299, 215], [296, 215], [296, 213], [296, 211], [291, 192], [295, 176], [290, 167], [285, 162], [282, 160], [277, 158], [270, 155], [267, 152], [264, 150], [258, 149], [253, 149], [249, 137], [246, 132], [244, 140], [242, 134], [241, 132], [237, 130], [231, 133], [222, 130], [217, 128], [209, 130], [202, 132], [194, 130], [189, 132], [185, 133], [177, 132], [163, 132], [159, 128], [156, 126], [150, 120], [142, 118], [133, 117], [127, 117], [120, 117], [113, 116], [104, 113], [97, 111], [94, 110], [91, 111], [85, 111], [82, 111], [78, 111], [74, 111], [66, 103], [60, 99], [50, 93], [45, 97], [44, 99], [42, 98], [35, 96], [31, 94], [28, 93], [25, 93], [24, 93], [23, 93], [22, 93]]"
